,Fecha,TIPO GASTO,TC,TOTAL SAT
156,2023-01-01,PAQUETERIA,1.0,0.0
159,2023-01-01,COMISION MIXTA,1.0,21668.65
161,2023-01-01,COMISION BANCARIA,1.0,2610.0
163,2023-01-01,ALIMENTOS,1.0,399.0
164,2023-01-01,VARIOS,1.0,355.54
168,2023-01-01,CAPACITACION,1.0,5220.0
169,2023-01-01,HONORARIOS PM,1.0,2513.56
170,2023-01-01,UNIFORMES,1.0,727.21
173,2023-01-01,MTTO LOCAL,1.0,480.0
175,2023-01-01,SUELDOS DIRECCION,1.0,53388.57
177,2023-01-01,PAQUETERIA,1.0,0.0
178,2023-01-01,PAQUETERIA,1.0,1747.98
181,2023-01-01,HONORARIOS PM,1.0,27368.43
182,2023-01-01,PAQUETERIA,1.0,188.39
184,2023-01-01,CAPACITACION,1.0,6786.0
185,2023-01-01,VARIOS,1.0,349.16
186,2023-01-01,DERECHOS,1.0,6419.38
188,2023-01-01,MTTO MAQUINARIA,1.0,382.8
191,2023-01-01,TELEFONO,1.0,0.0
192,2023-01-01,NO DEDUCIBLE,1.0,4579.18
193,2023-01-01,TELEFONO,1.0,2521.58
196,2023-01-01,MTTO COMPUTO,1.0,2578.68
199,2023-01-01,SUSCRIPCIONES,1.0,-1095.04
200,2023-01-01,SUSCRIPCIONES,1.0,-1095.04
201,2023-01-01,PAQUETERIA,1.0,0.0
203,2023-01-01,VALES DESPENSA,1.0,139.2
206,2023-01-01,CAPACITACION,1.0,0.0
207,2023-01-01,GERENCIA ADMON,1.0,28600.0
209,2023-01-01,VALES DESPENSA,1.0,11.6
211,2023-01-01,COMISION BANCARIA,1.0,0.0
212,2023-01-01,COMISION BANCARIA,1.0,19559.66
213,2023-01-01,MENSAJERIA,1.0,334.79
214,2023-01-01,GASOLINA,1.0,12165.54
217,2023-02-01,COMISION MIXTA,1.0,20628.92
218,2023-02-01,ARRENDAMIENTO FINANCIERO,1.0,6439.6
219,2023-02-01,ARRENDAMIENTO FINANCIERO,1.0,6440.3
220,2023-02-01,ARRENDAMIENTO FINANCIERO,1.0,9807.07
221,2023-02-01,COMISION BANCARIA,1.0,585.8
222,2023-02-01,COMISION BANCARIA,1.0,0.0
224,2023-02-01,PAQUETERIA,1.0,863.69
225,2023-02-01,MTTO OFICINA ,1.0,95.7
229,2023-02-01,MTT OFICINA,1.0,157.0
230,2023-02-01,TELEFONO,1.0,0.0
231,2023-02-01,HONORARIOS PM,1.0,2392.95
233,2023-02-01,PAQUETERIA,1.0,0.0
235,2023-02-01,ALIMENTOS,1.0,478.0
236,2023-02-01,,1.0,375.0
237,2023-02-01,MTTO COMPUTO,1.0,0.0
238,2023-02-01,MTTO COMPUTO,1.0,0.0
243,2023-02-01,PAQUETERIA,1.0,3216.32
245,2023-02-01,SEGUROS,1.0,1717.25
246,2023-02-01,VARIOS,1.0,6062.77
251,2023-02-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
252,2023-02-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
253,2023-02-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
256,2023-02-01,HONORARIOS CONTABLES,1.0,5100.0
257,2023-02-01,TELEFONO,1.0,2888.03
258,2023-02-01,COMISION BANCARIA,1.0,0.0
259,2023-02-01,COMISION BANCARIA,18.839,0.0
260,2023-02-01,COMISION BANCARIA,1.0,0.0
261,2023-02-01,SEGUROS,1.0,1762.25
263,2023-02-01,MTTO COMPUTO,1.0,496.48
264,2023-02-01,MONITOREO CAMARAS ADT,1.0,1684.32
266,2023-02-01,RENTA COPIADORA,1.0,0.0
269,2023-02-01,MTTO COMPUTO,1.0,388.6
270,2023-02-01,ALIMENTOS,1.0,399.0
274,2023-02-01,CAPACITACION,1.0,0.0
276,2023-02-01,MTTO COMPUTO,1.0,437.32
278,2023-02-01,CAPACITACION,1.0,350.0
279,2023-02-01,CAPACITACION,1.0,0.0
280,2023-02-01,COMISION MIXTA,1.0,21873.23
284,2023-02-01,PAQUETERIA,1.0,2449.21
285,2023-02-01,HONORARIOS PM,1.0,2537.29
290,2023-02-01,SUELDOS DIRECCION,1.0,54291.47
294,2023-02-01,ALIMENTOS,1.0,264.0
295,2023-02-01,MTTO LOCAL,1.0,133.1
296,2023-02-01,GASOLINA,1.0,10348.0
297,2023-02-01,TELEFONO,1.0,0.0
302,2023-02-01,,1.0,269.0
309,2023-02-01,COMISION MIXTA,1.0,22920.1
310,2023-02-01,PAQUETERIA,1.0,859.75
311,2023-02-01,RENTA COPIADORA,1.0,2320.0
312,2023-02-01,GERENCIA ADMON,1.0,28600.0
314,2023-02-01,HONORARIOS PM,1.0,2658.73
318,2023-02-01,,1.0,1706.36
319,2023-02-01,NO DEDUCIBLE,1.0,1268.9
320,2023-02-01,NO DEDUCIBLE,1.0,356.5
321,2023-02-01,RENTA AUTO,1.0,1350.4
322,2023-02-01,MTTO COMPUTO,1.0,7335.84
323,2023-02-01,MTTO COMPUTO,1.0,2777.04
325,2023-02-01,PAQUETERIA,1.0,1188.2
331,2023-02-01,NO DEDUCIBLE,1.0,531.65
334,2023-02-01,MTTO COMPUTO,1.0,1276.0
335,2023-02-01,NO DEDUCIBLE,1.0,2129.68
336,2023-02-01,DERECHOS,1.0,3217.0
337,2023-02-01,MTTO COMPUTO,1.0,0.0
338,2023-02-01,CREDITO ,1.0,1906.61
343,2023-02-01,CAPACITACION,1.0,4350.0
352,2023-02-01,COMISION MIXTA,1.0,23094.28
354,2023-02-01,HONORARIOS PM,1.0,2678.94
355,2023-02-01,TELEFONO,1.0,0.0
357,2023-02-01,FLETES,1.0,72.0
358,2023-02-01,MTTO LOCAL,1.0,625.51
359,2023-02-01,,1.0,317.0
363,2023-02-01,PAQUETERIA,1.0,2283.8
365,2023-02-01,MTTO COMPUTO,1.0,3348.92
367,2023-02-01,MONITOREO CAMARAS ADT,1.0,1359.43
370,2023-02-01,,1.0,388.6
371,2023-02-01,PAQUETERIA,1.0,0.0
372,2023-02-01,COMISION BANCARIA,1.0,0.0
374,2023-02-01,TELEFONO,1.0,399.99
380,2023-02-01,VALES DESPENSA,1.0,156.6
382,2023-02-01,MTTO COMPUTO,1.0,3348.92
383,2023-02-01,,1.0,6796.43
384,2023-02-01,,1.0,904.8
386,2023-02-01,,1.0,1208.72
388,2023-02-01,GERENCIA ADMON,1.0,28600.0
392,2023-02-01,COMISION BANCARIA,1.0,0.0
393,2023-02-01,ALIMENTOS,1.0,220.0
394,2023-02-01,COMISION BANCARIA,1.0,18753.92
395,2023-02-01,GASOLINA,1.0,14472.32
